tool,apk,methods_in_diff
droidbot,app-1099,0
droidbot,app-4062,0
droidbot,appNewds-5024,0
droidbot,app-2208,6
droidbot,app-2267f,0
droidbot,app-3148,0
droidbot,app-1655,0
droidbot,app-203f,0
droidbot,app-2087f,0
droidbot,app-641,0
droidbot,appNewds-1029,10
droidbot,app-596,2
droidbot,app-1424f,0
droidbot,app-392,0
droidbot,appNewds-3785,0
droidbot,appNewds-1969,12
droidbot,appNewds-2555,9
droidbot,appNewds-678,33
droidbot,app-688,0
droidbot,app-5087,0
droidbot,app-2248,0
droidbot,app-3619,0
droidbot,app-4834,12
droidbot,app-3117,0
droidbot,appNewds-3062,8
droidbot,appNewds-7494,4
droidbot,appNewds-8116,9
droidbot,app-750f,0
droidbot,app-3092,0
droidbot,app-4678,0
droidbot,app-399f,0
droidbot,app-982,0
droidbot,app-70,0
droidbot,app-159,8
droidbot,appNewds-1255,15
droidbot,app-5410,0
droidbot,appNewds-5552,21
droidbot,appNewds-7122,7
droidbot,app-651,0
droidbot,appNewds-2601,0
droidbot,app-1958f,0
droidbot,appNewds-1422,6
droidbot,app-3029,0
droidbot,appNewds-1924,4
droidbot,app-340f,14
droidbot,app-1115f,0
droidbot,app-4458,15
droidbot,app-3767,0
droidbot,app-603f,0
droidbot,app-516,0
droidbot,appNewds-8063,1
droidbot,appNewds-6136,5
droidbot,app-1123f,25
droidbot,app-608,0
droidbot,app-4617,3
droidbot,app-2193,0
droidbot,app-2316f,0
droidbot,application-766,0
droidbot,application-155,0
droidbot,app-1757,0
droidbot,app-5242,9
droidbot,app-5742,1
droidbot,app-2043,15
droidbot,app-5226,1
droidbot,app-1975f,0
droidbot,app-3906,0
droidbot,app-249f,0
droidbot,app-5195,1
droidbot,app-2135f,0
droidbot,app-5598,9
droidbot,app-1887,0
droidbot,app-273,0
droidbot,app-1546,0
droidbot,app-1346,0
droidbot,app-959f,0
droidbot,app-1262,5
droidbot,app-120,0
droidbot,app-1782,0
droidbot,app-1095f,0
droidbot,app-5281,0
droidbot,appNewds-4460,23
droidbot,app-3559,3
droidbot,app-3513,0
droidbot,app-323,0
droidbot,appNewds-9407,17
droidbot,app-1125,0
droidbot,appNewds-1318,0
droidbot,app-2194f,0
droidbot,app-648,5
droidbot,app-3872,0
droidbot,app-1543f,0
droidbot,app-1453f,0
droidbot,app-5200,0
droidbot,app-2111f,9
droidbot,app-3664,0
droidbot,app-1914f,14
droidbot,app-1425f,0
droidbot,app-3454,3
droidbot,app-3642,0
droidbot,app-1566f,0
droidbot,app-4899,3
droidbot,app-1303f,0
droidbot,app-2050,0
droidbot,appNewds-2080,0
droidbot,appNewds-6527,0
droidbot,app-1676f,0
droidbot,app-3775,0
droidbot,app-330,0
droidbot,app-4044,0
droidbot,app-1568,0
droidbot,app-4710,15
droidbot,app-3782,0
droidbot,app-3564,0
droidbot,app-3582,0
droidbot,app-1584f,0
droidbot,app-3654,0
droidbot,app-3827,0
droidbot,app-1891,0
droidbot,app-2115f,0
droidbot,appNewds-8115,9
droidbot,app-5626,4
droidbot,app-4093,0
droidbot,app-1663f,0
droidbot,app-2138,0
droidbot,app-1621f,0
droidbot,appNewds-1341,0
droidbot,app-3198,0
droidbot,app-4187,0
droidbot,app-2070,0
droidbot,app-448,0
droidbot,app-3426,0
droidbot,app-1878,0
droidbot,app-3618,0
droidbot,application-565,6
droidbot,app-920,0
droidbot,app-3881,0
droidbot,appNewds-946,20
droidbot,app-4921,8
droidbot,app-3684,0
droidbot,appNewds-1568,8
droidbot,appNewds-4278,2
droidbot,app-3677,0
droidbot,app-1891f,0
droidbot,app-3950,0
droidbot,app-3114,0
droidbot,app-1235f,0
droidbot,app-2353,0
droidbot,app-4002,0
droidbot,app-1563,0
droidbot,app-517,0
droidbot,appNewds-4676,4
droidbot,app-1542,0
droidbot,app-1588f,0
droidbot,app-4142,0
droidbot,app-1909,0
droidbot,app-541f,3
droidbot,appNewds-7408,2
droidbot,app-282f,0
droidbot,app-2357f,5
droidbot,app-2362,0
droidbot,app-194f,0
droidbot,app-4054,0
droidbot,app-4006,0
droidbot,app-3027,0
droidbot,appNewds-2417,7
droidbot,app-3471,1
droidbot,app-1312f,2
droidbot,application-733,0
droidbot,app-4646,15
droidbot,app-5618,1
droidbot,app-4095,0
droidbot,app-3790,0
droidbot,app-3691,0
droidbot,appNewds-1001,0
droidbot,app-3136,0
droidbot,app-697,0
droidbot,app-5104,15
droidbot,app-3106,0
droidbot,app-4135,0
droidbot,app-3636,0
droidbot,app-24,0
droidbot,app-752f,0
droidbot,app-3182,0
droidbot,application-1039,0
droidbot,app-1085f,7
droidbot,app-296f,0
droidbot,appNewds-6591,16
droidbot,app-4052,0
droidbot,app-606f,0
droidbot,app-2355f,1
droidbot,app-2220,0
droidbot,app-1119,0
droidbot,app-2340f,0
droidbot,app-290f,1
droidbot,app-4214,0
droidbot,app-3496,0
droidbot,app-2057,15
droidbot,appNewds-2087,0
droidbot,app-4121,0
droidbot,app-1890f,1
droidbot,appNewds-3830,0
droidbot,app-2042f,0
droidbot,app-889f,19
droidbot,app-1377,0
droidbot,app-1162,0
droidbot,app-1785f,0
droidbot,appNewds-9188,0
droidbot,app-297,0
droidbot,app-3093,0
droidbot,app-4152,0
droidbot,app-1916,0
droidbot,app-4606,0
droidbot,app-5490,3
droidbot,app-1907,0
droidbot,app-3112,0
droidbot,app-737f,2
droidbot,appNewds-3201,9
droidbot,app-1292f,0
droidbot,app-3532,5
droidbot,app-3534,0
droidbot,app-2074f,0
droidbot,app-3460,1
droidbot,appNewds-3224,0
droidbot,app-1011f,0
droidbot,appNewds-340,6
droidbot,app-4204,0
droidbot,app-4097,0
droidbot,appNewds-8010,12
droidbot,app-3731,0
droidbot,appNewds-8727,1
droidbot,app-632,0
droidbot,app-156,0
droidbot,app-1127,0
droidbot,app-612,0
droidbot,app-182,0
droidbot,app-3438,0
droidbot,app-2090f,0
droidbot,application-1064,0
droidbot,app-3997,0
droidbot,app-1836,0
droidbot,app-2341,0
droidbot,app-3941,0
droidbot,app-4720,15
droidbot,app-286f,0
droidbot,app-3411,3
droidbot,app-815,0
droidbot,app-3934,0
droidbot,app-682f,12
droidbot,appNewds-3190,17
droidbot,app-1700f,0
droidbot,app-3062,0
droidbot,app-1883f,0
droidbot,app-1988f,1
droidbot,application-87,0
droidbot,app-3192,0
droidbot,app-2381,0
droidbot,app-1394f,0
droidbot,app-3596,0
droidbot,appNewds-6367,0
droidbot,app-4844,9
droidbot,appNewds-2051,0
droidbot,appNewds-6215,0
droidbot,app-4124,0
droidbot,app-1943,0
droidbot,appNewds-2081,28
droidbot,app-637,1
droidbot,application-754,0
droidbot,appNewds-7948,10
droidbot,app-1794,0
droidbot,app-2363f,0
droidbot,application-982,0
droidbot,app-496f,0
droidbot,app-2384f,0
droidbot,app-2055f,0
droidbot,app-3231,2
droidbot,app-236f,0
droidbot,app-1267,0
droidbot,app-4000,0
droidbot,app-1522,0
droidbot,app-1116,1
droidbot,app-3744,0
droidbot,app-1749,0
droidbot,app-5248,15
droidbot,appNewds-5982,14
droidbot,appNewds-7487,15
droidbot,app-867f,15
droidbot,app-5424,1
droidbot,app-1286,11
droidbot,app-2249,0
droidbot,app-3195,0
droidbot,app-4935,0
droidbot,appNewds-5615,0
droidbot,app-1465,0
droidbot,app-5441,1
droidbot,app-1609,0
droidbot,app-5648,1
droidbot,app-3928,0
droidbot,app-2318,0
droidbot,appNewds-4007,1
droidbot,appNewds-1245,27
droidbot,app-3552,2
droidbot,app-2351f,0
droidbot,app-866,0
droidbot,app-1299,0
droidbot,app-1382f,0
droidbot,app-5005,0
droidbot,app-4197,0
droidbot,app-901f,7
droidbot,app-526f,0
droidbot,app-3413,0
droidbot,app-1300,1
droidbot,app-672,3
droidbot,app-940f,0
droidbot,appNewds-9513,3
droidbot,app-1122f,0
droidbot,app-3054,0
droidbot,app-3734,0
droidbot,appNewds-8494,3
droidbot,app-983,0
droidbot,app-1899f,4
droidbot,app-2211f,0
droidbot,app-1106f,0
droidbot,app-4088,0
droidbot,app-2187f,0
droidbot,app-1473,0
droidbot,app-569f,0
droidbot,application-1000,0
droidbot,appNewds-5645,12
droidbot,app-3422,1
droidbot,app-1422,0
droidbot,app-4321,0
droidbot,app-2210,15
droidbot,application-156,0
droidbot,app-2257f,0
droidbot,app-4803,0
droidbot,app-3721,0
droidbot,app-5685,1
droidbot,app-4182,0
droidbot,app-3494,1
droidbot,appNewds-9338,0
droidbot,app-1386f,0
droidbot,app-180,0
droidbot,app-2278f,0
droidbot,appNewds-6144,16
droidbot,app-2242f,0
droidbot,app-1214,0
droidbot,app-1886,0
droidbot,app-2026f,0
droidbot,appNewds-2095,8
droidbot,app-582f,0
droidbot,app-2169,11
droidbot,app-1823,6
droidbot,app-3045,0
droidbot,app-536,1
droidbot,app-1121,0
droidbot,application-697,0
droidbot,appNewds-6086,7
droidbot,app-866f,0
droidbot,app-461,0
droidbot,app-3843,0
droidbot,app-48,0
droidbot,app-3567,0
droidbot,app-399,0
droidbot,app-1128f,0
droidbot,app-975,0
droidbot,app-2040f,0
droidbot,appNewds-6074,16
droidbot,app-625f,0
droidbot,appNewds-453,8
droidbot,application-781,0
droidbot,app-3622,0
droidbot,app-1614,2
droidbot,app-1781f,0
droidbot,app-1132,0
droidbot,app-5124,0
droidbot,app-1164f,16
droidbot,app-1381,0
droidbot,app-1345f,0
droidbot,appNewds-6106,9
droidbot,app-5275,0
droidbot,appNewds-1961,35
droidbot,app-1662,0
droidbot,app-51,0
droidbot,app-1814,0
droidbot,app-3091,0
droidbot,app-3459,0
droidbot,app-1104f,0
droidbot,app-853f,0
droidbot,app-5657,0
droidbot,app-478f,0
droidbot,app-1148,0
droidbot,app-1058,0
droidbot,app-641f,0
droidbot,appNewds-7364,14
droidbot,app-1996f,3
droidbot,app-3981,0
droidbot,app-3681,0
droidbot,app-454,0
droidbot,app-3415,7
droidbot,app-3697,0
droidbot,app-434,0
droidbot,appNewds-631,8
droidbot,appNewds-1717,5
droidbot,app-1438f,3
droidbot,app-1068,25
droidbot,app-5609,0
droidbot,app-1960f,0
droidbot,appNewds-5757,0
droidbot,application-136,0
droidbot,app-400f,0
droidbot,appNewds-2719,7
droidbot,appNewds-535,7
droidbot,app-3568,0
droidbot,appNewds-7522,4
droidbot,app-3692,0
droidbot,app-1319f,0
droidbot,app-432f,3
droidbot,app-2241f,0
droidbot,app-3467,1
droidbot,appNewds-8893,1
droidbot,app-1614f,0
droidbot,app-3424,1
droidbot,app-745f,0
droidbot,app-5586,2
droidbot,app-1751,0
droidbot,app-3963,0
droidbot,app-2309f,0
droidbot,app-3111,0
droidbot,app-894,0
droidbot,app-594f,2
droidbot,app-250f,0
droidbot,app-4099,0
droidbot,app-1603,0
droidbot,appNewds-232,2
droidbot,app-2018f,1
droidbot,application-811,0
droidbot,appNewds-3917,0
droidbot,app-876,0
droidbot,app-3550,0
droidbot,app-3946,0
droidbot,app-4745,15
droidbot,app-4154,0
droidbot,app-3133,0
droidbot,appNewds-6569,9
droidbot,app-3433,0
droidbot,app-3184,0
droidbot,app-407,0
droidbot,appNewds-9095,12
droidbot,app-3699,0
droidbot,app-5277,15
droidbot,app-3911,0
droidbot,app-4703,0
droidbot,app-246f,0
droidbot,app-287f,0
droidbot,app-1731,0
droidbot,appNewds-4685,21
droidbot,app-3416,1
droidbot,appNewds-2721,1
droidbot,app-1022,0
droidbot,app-1048,0
droidbot,app-4043,0
droidbot,appNewds-1766,0
droidbot,app-2275,0
droidbot,app-5352,15
droidbot,app-520f,0
droidbot,app-4176,0
droidbot,app-5131,0
droidbot,app-2107f,0
droidbot,app-2335,18
droidbot,appNewds-3610,10
droidbot,app-843f,12
droidbot,app-3007,0
droidbot,app-412,13
droidbot,app-1793f,0
droidbot,app-3992,0
droidbot,app-679,5
droidbot,app-2372,0
droidbot,app-5221,0
droidbot,app-1835f,0
droidbot,appNewds-540,33
droidbot,appNewds-34,2
droidbot,app-4113,0
droidbot,app-3957,0
droidbot,app-3865,0
droidbot,app-1599,0
droidbot,app-4186,0
droidbot,app-471f,0
droidbot,app-3753,0
droidbot,app-4818,8
droidbot,appNewds-3895,9
droidbot,app-402f,0
droidbot,app-4163,0
droidbot,app-3977,0
droidbot,app-1620f,0
droidbot,app-2266f,0
droidbot,appNewds-1745,1
droidbot,app-5233,14
droidbot,app-5211,15
droidbot,appNewds-1166,12
droidbot,app-1678,0
droidbot,app-1407f,0
droidbot,app-1732f,0
droidbot,appNewds-8008,12
droidbot,app-2265,0
droidbot,appNewds-964,8
droidbot,app-4605,0
droidbot,appNewds-6343,0
droidbot,app-2185f,0
droidbot,app-4422,0
droidbot,app-880f,1
droidbot,app-4114,0
droidbot,appNewds-4027,15
droidbot,app-1732,0
droidbot,app-3723,0
droidbot,app-2304f,4
droidbot,app-4130,0
droidbot,app-683,1
droidbot,app-1828,0
droidbot,app-880,0
droidbot,app-2211,0
droidbot,app-3083,0
droidbot,app-1192f,0
droidbot,app-4846,0
droidbot,appNewds-9404,17
droidbot,app-1124f,0
droidbot,app-1320,0
droidbot,appNewds-1920,5
droidbot,app-324f,0
droidbot,app-5489,8
droidbot,app-2075f,0
droidbot,app-553,5
droidbot,appNewds-7097,49
droidbot,app-629,0
droidbot,app-897,0
droidbot,appNewds-7553,16
droidbot,app-3170,0
droidbot,app-3747,0
droidbot,app-3110,0
droidbot,app-2120f,0
droidbot,app-233,0
droidbot,app-822,0
droidbot,app-3212,0
droidbot,app-722,4
droidbot,app-556,0
droidbot,app-5680,6
droidbot,app-4699,0
droidbot,app-3949,0
droidbot,app-492,0
droidbot,app-1571f,0
droidbot,app-3875,0
droidbot,app-104,0
droidbot,appNewds-4503,0
droidbot,app-2,0
droidbot,app-2130,0
droidbot,app-3868,0
droidbot,app-1123,6
droidbot,app-3670,0
droidbot,app-978f,0
droidbot,application-527,0
droidbot,app-1950f,1
droidbot,app-2178f,6
droidbot,app-3986,0
droidbot,app-1531,0
droidbot,app-3809,0
droidbot,app-2290,0
droidbot,app-3938,11
droidbot,app-929,1
droidbot,app-4508,0
droidbot,app-509,0
droidbot,app-973,0
droidbot,appNewds-2969,1
droidbot,appNewds-5980,4
droidbot,appNewds-6372,0
droidbot,app-1482,0
droidbot,app-1534f,0
droidbot,app-5199,0
droidbot,app-4829,0
droidbot,app-1181f,3
droidbot,app-2134,0
droidbot,app-838,0
droidbot,app-2072,0
droidbot,app-4107,0
droidbot,app-5258,6
droidbot,app-1059,0
droidbot,app-88,0
droidbot,app-1367f,0
droidbot,app-4879,0
droidbot,app-1620,0
droidbot,app-3230,1
droidbot,app-4557,15
droidbot,app-3979,0
droidbot,app-5425,15
droidbot,app-1921f,6
droidbot,app-5353,24
droidbot,application-915,0
droidbot,app-202,0
droidbot,app-1930,0
droidbot,app-1929f,20
droidbot,appNewds-9604,6
droidbot,app-1366f,2
droidbot,app-961,0
droidbot,app-2061f,0
droidbot,appNewds-4207,0
droidbot,appNewds-5558,4
droidbot,app-3239,0
droidbot,app-4311,4
droidbot,app-686,2
droidbot,app-4328,0
droidbot,app-378,0
droidbot,app-4581,1
droidbot,appNewds-4483,20
droidbot,appNewds-2531,4
droidbot,appNewds-241,0
droidbot,app-582,0
droidbot,app-4048,0
droidbot,application-803,2
droidbot,app-3115,0
droidbot,app-4184,0
droidbot,app-2001f,0
droidbot,application-677,0
droidbot,app-628f,0
droidbot,application-787,0
droidbot,app-3202,0
droidbot,app-1476,0
droidbot,app-338f,0
droidbot,app-4375,8
droidbot,app-3059,0
droidbot,appNewds-1974,0
droidbot,app-13,0
droidbot,app-268,0
droidbot,app-1708f,3
droidbot,app-1461,10
droidbot,app-385f,0
droidbot,app-5166,15
droidbot,app-4869,1
droidbot,app-2368,0
droidbot,appNewds-723,0
droidbot,appNewds-1482,14
droidbot,app-3011,0
droidbot,app-765,0
droidbot,app-1438,0
droidbot,application-154,0
droidbot,app-1406,0
droidbot,app-260,0
droidbot,app-789,0
droidbot,app-3624,0
droidbot,appNewds-1748,7
droidbot,app-3450,0
droidbot,app-1912,0
droidbot,app-3118,0
droidbot,app-1881,0
droidbot,appNewds-3535,1
droidbot,application-814,0
droidbot,app-1,0
droidbot,app-884,0
droidbot,app-3028,0
droidbot,app-1417f,0
droidbot,appNewds-6108,12
droidbot,app-1859f,17
droidbot,app-3124,0
droidbot,app-4137,0
droidbot,appNewds-6124,11
droidbot,app-3545,3
droidbot,app-5159,9
droidbot,app-756f,2
droidbot,app-1266f,8
droidbot,app-5663,26
droidbot,app-1079f,0
droidbot,appNewds-8369,7
droidbot,app-869f,0
droidbot,app-3037,0
droidbot,app-3792,0
droidbot,app-319,0
droidbot,app-1179,0
droidbot,app-335f,1
droidbot,app-1419,1
droidbot,app-3609,0
droidbot,application-11,0
droidbot,appNewds-3820,0
droidbot,app-1291,0
droidbot,app-4522,0
droidbot,appNewds-4811,22
droidbot,app-1829f,0
droidbot,appNewds-7132,23
droidbot,app-830f,0
droidbot,app-730,0
droidbot,app-3134,0
droidbot,app-221f,0
droidbot,app-1700,0
droidbot,app-1925,29
droidbot,app-5512,0
droidbot,app-1868,0
droidbot,app-1084,0
droidbot,app-1549f,0
droidbot,app-3863,0
droidbot,app-3976,0
droidbot,app-2198f,0
droidbot,app-341,0
droidbot,app-3486,5
droidbot,app-1222,0
droidbot,appNewds-8697,22
droidbot,app-712f,0
droidbot,app-473,0
droidbot,app-4854,15
droidbot,app-1921,0
droidbot,app-4701,0
droidbot,app-817,0
droidbot,app-4775,22
droidbot,app-1989f,0
droidbot,application-1080,5
droidbot,app-3952,0
droidbot,app-1711f,0
droidbot,app-1287f,0
droidbot,app-2015f,0
droidbot,appNewds-7798,0
droidbot,app-4120,0
droidbot,app-329f,0
droidbot,app-5068,0
droidbot,app-4430,0
droidbot,app-3490,0
droidbot,app-3602,0
droidbot,app-205,0
droidbot,app-3469,8
droidbot,app-1986f,1
droidbot,app-1253f,1
droidbot,app-916f,9
droidbot,app-1430f,0
droidbot,app-3787,0
droidbot,app-1581f,0
droidbot,app-787,0
droidbot,app-3970,0
droidbot,app-1750,0
droidbot,app-2334f,0
droidbot,app-3834,0
droidbot,appNewds-8062,0
droidbot,app-3729,0
droidbot,app-246,0
droidbot,app-555,6
droidbot,application-751,4
droidbot,app-5260,9
droidbot,app-5748,15
droidbot,appNewds-1182,14
droidbot,app-5439,4
droidbot,app-4919,0
droidbot,app-2328f,0
droidbot,app-1937f,0
droidbot,app-1800,0
droidbot,appNewds-6992,32
droidbot,app-543f,0
droidbot,appNewds-2982,16
droidbot,app-3985,0
droidbot,app-2023f,0
droidbot,app-429,0
droidbot,app-1656,0
droidbot,app-954f,0
droidbot,appNewds-4934,1
droidbot,app-2242,0
droidbot,appNewds-6876,21
droidbot,app-320,0
droidbot,app-1455,0
droidbot,appNewds-8726,0
droidbot,appNewds-4003,16
droidbot,app-1875f,0
droidbot,app-2158,0
droidbot,app-3742,0
droidbot,app-753f,12
droidbot,app-1400,2
droidbot,app-2319,0
droidbot,app-421,0
droidbot,appNewds-6077,1
droidbot,app-264f,0
droidbot,app-823,0
droidbot,app-315f,1
droidbot,app-2368f,0
droidbot,appNewds-8043,4
droidbot,app-3215,0
droidbot,app-1376f,16
droidbot,app-5133,0
droidbot,app-4447,0
droidbot,app-1152f,0
droidbot,app-2272f,0
droidbot,appNewds-4987,14
droidbot,app-5635,9
droidbot,appNewds-9190,11
droidbot,app-4542,26
droidbot,app-428,0
droidbot,application-617,2
droidbot,app-1679,0
droidbot,app-622,0
droidbot,app-835,0
droidbot,app-4068,0
droidbot,app-1125f,3
droidbot,app-339f,0
droidbot,appNewds-8729,1
droidbot,app-1755,0
droidbot,app-4020,1
droidbot,app-4159,0
droidbot,appNewds-6304,14
droidbot,app-5760,9
droidbot,app-1254f,0
droidbot,application-727,1
droidbot,app-3056,0
droidbot,app-5217,15
droidbot,appNewds-6096,9
droidbot,appNewds-497,6
droidbot,app-3732,0
droidbot,app-2350,0
droidbot,app-3073,0
droidbot,app-4459,0
droidbot,appNewds-5790,26
droidbot,app-2128,0
droidbot,app-3160,0
droidbot,app-2147f,0
droidbot,app-935,6
droidbot,app-2331,0
droidbot,app-1935,1
droidbot,app-3475,2
droidbot,app-504,0
droidbot,app-201,0
droidbot,app-2010f,0
droidbot,app-1520f,6
droidbot,app-789f,0
droidbot,app-289,0
droidbot,app-3171,0
droidbot,appNewds-6347,0
droidbot,app-2145,0
droidbot,app-2291f,0
droidbot,app-3856,0
droidbot,app-2338f,0
droidbot,app-4819,17
droidbot,app-644f,0
droidbot,app-2050f,0
droidbot,appNewds-7127,3
droidbot,app-1404,0
droidbot,appNewds-7944,27
droidbot,app-874f,1
droidbot,app-3005,0
droidbot,app-5483,0
droidbot,app-3021,0
droidbot,app-2106f,4
droidbot,appNewds-2577,0
droidbot,app-4600,15
droidbot,app-1728f,0
droidbot,app-2285,1
droidbot,app-5034,0
droidbot,app-276,0
droidbot,app-630,0
droidbot,app-102,0
droidbot,app-1671,0
droidbot,app-297f,0
droidbot,app-4042,0
droidbot,app-1918,0
droidbot,appNewds-1257,0
droidbot,app-4085,0
droidbot,app-560f,0
droidbot,app-661,2
droidbot,app-1028,0
droidbot,app-3818,0
droidbot,app-141,0
droidbot,app-2181f,6
droidbot,app-202f,0
droidbot,app-4144,0
droidbot,app-3610,0
droidbot,app-1295f,0
droidbot,app-3961,0
droidbot,app-3786,3
droidbot,appNewds-1613,5
droidbot,app-4373,2
droidbot,app-121,29
droidbot,app-3193,0
droidbot,app-1970f,1
droidbot,appNewds-3633,8
droidbot,appNewds-5621,11
droidbot,app-4194,0
droidbot,app-801f,0
droidbot,app-3814,0
droidbot,app-3973,0
droidbot,app-575f,0
droidbot,app-760f,2
droidbot,app-1285,0
droidbot,app-263,0
droidbot,app-322,2
droidbot,appNewds-8026,4
droidbot,app-3706,0
droidbot,appNewds-6594,17
droidbot,appNewds-7004,5
droidbot,app-1078f,0
droidbot,app-2150,15
droidbot,app-1951,0
droidbot,app-1456f,7
droidbot,app-2310f,0
droidbot,app-5706,0
droidbot,app-3437,0
droidbot,app-1704f,0
droidbot,app-3484,2
droidbot,appNewds-3832,28
droidbot,app-1786,0
droidbot,app-4809,15
droidbot,app-941,1
droidbot,appNewds-4143,16
droidbot,appNewds-2007,2
droidbot,app-2383f,0
droidbot,app-3500,1
droidbot,appNewds-5780,4
droidbot,app-2360,3
droidbot,appNewds-6346,0
droidbot,app-1995f,1
droidbot,app-2171f,0
droidbot,appNewds-8041,4
droidbot,app-3712,0
droidbot,appNewds-578,8
droidbot,app-4825,9
droidbot,app-425f,0
droidbot,appNewds-1817,26
droidbot,app-826,0
droidbot,app-292f,14
droidbot,app-4168,0
droidbot,app-3213,0
droidbot,app-1335f,0
droidbot,app-253f,0
droidbot,app-2138f,5
droidbot,app-1787f,0
droidbot,app-3031,0
droidbot,app-1624f,0
droidbot,app-460f,3
droidbot,appNewds-3889,0
droidbot,appNewds-5713,0
droidbot,app-1753f,0
droidbot,app-2316,0
droidbot,app-4813,19
droidbot,app-5646,8
droidbot,appNewds-1783,5
droidbot,app-3163,0
droidbot,application-563,0
droidbot,app-2199f,0
droidbot,application-161,0
droidbot,app-5090,0
droidbot,appNewds-7489,0
droidbot,app-864,0
droidbot,appNewds-3685,4
droidbot,application-962,0
droidbot,app-3611,0
droidbot,app-4929,0
droidbot,app-1673f,0
droidbot,appNewds-477,25
droidbot,app-1749f,0
droidbot,appNewds-4281,7
droidbot,app-3749,0
droidbot,app-2041f,0
droidbot,app-4410,0
droidbot,appNewds-4080,0
droidbot,app-66,0
droidbot,app-447,0
droidbot,appNewds-6125,11
droidbot,appNewds-3840,0
droidbot,app-5346,0
droidbot,app-1480,0
droidbot,appNewds-1696,12
droidbot,app-326,0
droidbot,appNewds-1325,0
droidbot,appNewds-2170,10
droidbot,app-1490f,0
droidbot,app-3463,0
droidbot,app-3852,0
droidbot,app-55,0
droidbot,app-3760,0
droidbot,app-3586,0
droidbot,app-485,0
droidbot,app-3924,0
droidbot,app-2216,0
droidbot,app-3488,6
droidbot,app-2152f,6
droidbot,app-2183f,0
droidbot,appNewds-5474,1
droidbot,application-968,0
droidbot,app-1477,0
droidbot,app-1900,0
droidbot,appNewds-6801,10
droidbot,appNewds-161,10
droidbot,app-3046,0
droidbot,app-1259f,0
droidbot,app-1344,0
droidbot,app-5117,9
droidbot,app-4628,0
droidbot,app-3660,0
droidbot,app-3714,0
droidbot,app-1944,0
droidbot,app-3703,0
droidbot,app-426,0
droidbot,app-3451,0
droidbot,app-903,0
droidbot,app-803,0
droidbot,app-1378f,0
droidbot,app-853,0
droidbot,appNewds-1857,14
droidbot,app-3840,0
droidbot,app-2048f,0
droidbot,app-3172,0
droidbot,app-1598,0
droidbot,appNewds-7945,9
droidbot,app-3072,0
droidbot,app-4858,0
droidbot,app-1093,0
droidbot,app-850f,0
droidbot,app-1215,0
droidbot,app-3191,0
droidbot,app-1483,0
droidbot,app-993,0
droidbot,app-5738,0
droidbot,app-3617,0
droidbot,app-2117f,0
droidbot,app-966f,0
droidbot,app-4057,0
droidbot,app-1857,0
droidbot,app-2327f,0
droidbot,app-1120f,0
droidbot,app-791f,0
droidbot,app-4771,15
droidbot,appNewds-2459,7
droidbot,app-3848,0
droidbot,app-2360f,1
droidbot,app-4219,0
droidbot,app-735,0
droidbot,app-2340,0
droidbot,app-1366,0
droidbot,app-830,4
droidbot,app-315,0
droidbot,app-3434,0
droidbot,appNewds-2599,35
droidbot,app-2132,0
droidbot,appNewds-1313,7
droidbot,app-5756,10
droidbot,app-3927,0
droidbot,app-1815,0
droidbot,app-3578,0
droidbot,app-943f,0
droidbot,app-4103,0
droidbot,app-472,0
droidbot,application-89,0
droidbot,app-1117f,0
droidbot,app-4109,0
droidbot,app-271,0
droidbot,app-4060,0
droidbot,app-3102,0
droidbot,app-1431f,0
droidbot,app-275,1
droidbot,app-2284f,0
droidbot,appNewds-7433,17
droidbot,app-2143f,0
droidbot,appNewds-3144,15
droidbot,app-4016,0
droidbot,app-3649,0
droidbot,app-1387f,0
droidbot,app-1046,0
droidbot,app-1153f,0
droidbot,appNewds-6084,7
droidbot,appNewds-5072,5
droidbot,app-2312f,31
droidbot,app-3086,0
droidbot,app-1580,0
droidbot,app-882f,0
droidbot,app-3138,0
droidbot,app-747,0
droidbot,app-1857f,0
droidbot,appNewds-9183,21
droidbot,app-92,0
droidbot,app-3772,0
droidbot,app-47,0
droidbot,app-3253,0
droidbot,app-5367,0
droidbot,app-2166f,0
droidbot,app-2293,0
droidbot,app-3847,0
droidbot,app-502,0
droidbot,app-1693,0
droidbot,app-2086f,0
droidbot,app-1519,0
droidbot,app-3217,0
droidbot,app-1293,0
droidbot,appNewds-6374,0
droidbot,app-3207,0
droidbot,app-777f,0
droidbot,appNewds-3579,7
droidbot,app-2254,0
droidbot,app-3989,0
droidbot,appNewds-7934,12
droidbot,app-1106,0
droidbot,app-1021f,0
droidbot,app-5143,15
droidbot,app-837f,0
droidbot,app-67,0
droidbot,app-978,0
droidbot,app-1459f,7
droidbot,appNewds-5383,24
droidbot,appNewds-6097,13
droidbot,app-5447,1
droidbot,appNewds-524,0
droidbot,app-5238,3
droidbot,app-4727,0
droidbot,app-3497,1
droidbot,app-1212,0
droidbot,app-5158,0
droidbot,app-859f,10
droidbot,app-883,0
droidbot,app-242f,0
droidbot,app-667f,0
droidbot,app-5627,1
droidbot,app-5077,13
droidbot,app-3510,0
droidbot,app-1434,0
droidbot,app-2320,0
droidbot,appNewds-1829,4
droidbot,app-554f,0
droidbot,app-1930f,1
droidbot,app-3816,0
droidbot,app-1388f,2
droidbot,app-733,0
droidbot,app-1755f,0
droidbot,app-4839,15
